t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
-6.30E+00,-0.030576723,0.064635142,-0.013735153,-0.041635945,0.084841861,-0.038509858,-0.043673998,-0.049088474,-0.045517161,0.021853729,0.047587884,-0.070527299,-0.000706563,-0.021790808,-0.072972112,-0.02642326,-0.029176919,-0.002452745,0.100270292,-0.004498588,-0.003253549,-0.097033055,0.018182698,0.020430717,0.035274883,0.090057326,-0.061367811,0.102473819,-0.084246807,-0.027334506,0.12094576,-0.064090738,-0.039652845,-0.016516434,-0.013780572,0.100368972,-0.069868719,-0.00554583,-0.120448904,-0.072004593,0.083243387,-0.023177284,-0.062067003,0.029761596,0.052818301,-0.023424148,0.046866922,-0.049217313,-0.051500359,-0.094192909
-6.30E+00,-0.050793083,-0.103918619,0.028994195,0.002022794,0.020338667,-0.036139612,0.034462194,-0.083321123,-0.055451313,0.061530953,-0.013931772,-0.023128999,-0.116231142,-0.085516479,-0.01361966,-0.007042313,0.096038625,-0.011282132,0.025806053,-0.016017931,-0.029376318,-0.029221044,0.006028736,0.005392635,0.012113713,0.069914924,-0.002320484,0.021082203,-0.017212498,0.03822274,0.087799057,0.055296512,-0.061736169,0.031992021,-0.019807619,-0.048703564,-0.117760574,-0.002208303,-0.039281867,0.021551703,-0.030612586,-0.045258536,-0.009204138,-0.135462926,-0.009398649,0.03290644,0.037695393,-0.035271935,0.057530258,0.046598595
-6.29E+00,-0.001402143,-0.054481875,0.008794602,-0.010992668,-0.042410966,-0.035559083,-0.013240934,0.084034953,-0.085893598,0.00558243,0.043029276,-0.038448955,-0.047682814,-0.072277931,0.007353899,-0.005840939,-0.014420531,-0.0011641,0.068392775,0.055842041,0.084885769,-0.000885643,0.056843276,-0.023377408,0.02777772,0.059230909,0.041839198,0.031494401,-0.014309336,-0.007818275,-0.017373612,-0.06683274,0.027084891,-0.044095643,0.008911518,-0.086294703,-0.005027912,0.02916129,0.024787014,-0.019373514,-0.019829306,-0.014123375,0.049430487,0.010913406,-0.006620862,0.084283826,-0.05403581,0.050540686,0.050888536,-0.023668799
-6.29E+00,-0.021471897,-0.004866311,-0.034711105,0.012988405,-0.018600954,-0.017499482,-0.033884019,0.050356268,0.100671542,-0.025345926,0.07279164,0.090109329,0.058793367,0.017322046,0.01707107,-0.011002503,-0.111543356,-0.03053024,0.044206443,0.08981802,-0.048649296,0.067555748,0.02206484,0.000363501,0.031998554,-0.01106851,0.025379517,-0.08596859,-0.082952305,-0.059331547,-0.023945715,-0.053927422,0.085297867,-0.067389242,0.031185859,0.031845228,0.133765868,-0.021376389,0.123627609,-0.062744701,0.064590471,0.072856807,0.081461124,0.06480703,0.04987133,0.02386645,0.056798812,0.050528469,-0.008083297,-0.074567461
-6.28E+00,-0.052965774,0.079034857,-0.07776104,-0.071846208,0.007844338,0.010063609,-0.022433454,0.004693714,0.007780049,-0.047658132,-0.090668822,0.068212205,0.020149296,-0.027100689,-0.007225937,-0.015957109,0.06649772,0.036181852,0.006357611,-0.003196032,0.004413882,0.020658392,0.011991522,-0.136980988,-0.206646591,0.100147947,0.035707204,0.034726369,0.015501985,-0.015030803,-0.042375921,-0.006293544,0.006735748,0.078903494,0.066657856,-0.078306063,0.069157743,-0.068900937,-0.012918624,-0.001364798,0.037387285,0.072080593,-0.013020591,-0.060648827,0.02051434,0.002168405,0.033161004,0.08215109,0.037194256,0.115164288
-6.27E+00,0.059516407,0.053387465,-0.001937565,0.002949902,-0.009739953,-0.022334478,0.055216573,-0.026456204,-0.089602233,0.020573296,0.015021054,-0.086678514,0.002695624,0.033087519,-0.004241266,0.024533091,0.102498549,-0.046551418,-0.061122909,0.076580449,0.117824487,0.09008022,-0.011422071,0.007112698,-0.035686008,0.026923662,0.028522052,-0.027051258,0.034653875,-0.015942973,-0.009619066,0.009828156,0.071016992,0.006120092,0.029830134,-0.045440018,0.00668288,0.024559289,-0.077928456,0.019472605,0.049767099,-0.000563017,-0.014894925,-0.071365851,-0.029095303,-0.015859159,-0.040192788,0.109320477,-0.041192222,-0.002349726
-6.27E+00,-0.022554233,0.095548779,0.014140995,0.025269468,0.040976038,0.005607458,-0.06429834,0.001106191,-0.002464823,-0.025443863,-0.020724937,-0.009760751,-0.065686816,0.078656988,-0.029054892,-0.063300025,-0.040723376,0.013894045,-0.038073664,-0.029353815,-0.046739213,-0.025059158,0.052646594,0.099221836,0.01720874,-0.022160009,-0.001710758,0.0303649,-0.102039237,0.018764273,-0.005981176,0.03873305,0.05973615,0.091662081,0.003207588,-0.036994188,-0.072142748,-0.104287271,0.072366748,0.013505652,-0.055509743,-0.02964539,-0.032726428,-0.003938851,-0.088216812,0.008344923,0.021492376,0.01914733,0.016009179,0.085600162
-6.26E+00,0.024248238,0.025538179,-0.067735841,-0.108394405,-0.002372986,0.06103018,-0.046373014,0.011903652,-0.033910289,-0.102926511,0.074358104,0.019937455,0.116689145,-0.014109187,0.047933562,0.061048133,0.080664066,-0.012350974,0.030084048,0.075506035,0.004482409,0.029027487,-0.062245552,0.054989641,0.02814576,0.063809011,-0.008082059,-0.028587189,0.011226232,0.004787018,0.062838343,0.068581078,-0.072189186,-0.043185527,-0.032339649,-0.073205351,-0.03401771,0.02380751,0.070298765,-0.066477388,0.049601956,0.026210117,0.018255299,0.019397307,-0.09509401,0.008745701,-0.07379594,0.062144478,0.111386346,-0.020734531
-6.25E+00,0.022747372,-0.035308155,-0.044078314,0.002376491,0.03459542,-0.07726345,0.038396267,0.020942168,-0.101327962,0.012824784,-0.031316328,0.002035754,0.078893644,-0.027630171,0.094013413,-0.03698614,-0.108749775,-0.004811287,-0.027916966,0.025567673,0.000182074,0.039250762,-0.037929995,-0.049616597,-0.057753321,-0.001382935,-0.019955672,0.003292543,-0.06259537,0.02298527,0.050700134,-0.031151635,0.040218722,0.065807847,0.046119279,0.068770414,0.045482204,-0.016874593,0.016518559,0.031835327,-0.080383143,0.028630459,-0.000723307,0.005990294,0.021972116,0.004391175,0.036363512,0.004766329,0.040989885,0.030011422
-6.25E+00,-0.044436257,-0.025053059,-0.000775848,0.030318326,0.036051624,-0.012248758,0.108644654,0.001737392,0.098733928,0.035101203,0.062553745,0.051724912,0.012566042,-0.011706776,0.037285227,-0.021593528,0.107245961,-0.016347369,-0.037034065,-0.045462198,0.083347162,0.034877579,-0.003876115,0.01558262,-0.054318973,-0.090522249,0.036200238,-0.023023028,-0.024560971,0.0325639,-0.049870304,-0.049516009,0.009148959,-0.063636436,-0.015597032,-0.027769305,0.025387381,0.019422173,0.068774769,-0.042391089,-0.028879504,0.006008207,0.089788276,0.011195889,0.131476562,0.079508786,-0.001014371,-0.095027682,-0.041098211,-0.05056595
-6.24E+00,-0.023599872,0.04325648,-0.050545012,-0.013601964,0.013574803,0.072378836,0.019178353,0.054338757,-0.096006911,0.000511813,-0.018076897,0.045755306,-0.020442121,0.004014654,-0.051704602,-0.05762986,-0.041320096,-0.016184063,-0.044651543,-0.019700814,-0.041947817,0.118269988,0.042975333,-0.025454268,-0.042397664,-0.045431708,-0.00888771,-0.018394007,-0.029453677,-0.000374105,0.06141938,-0.174168206,-0.024840693,0.010436636,-0.043521799,0.112795355,-0.07936202,0.021627941,-0.0080826,0.077968027,-0.030269002,0.023674968,-0.018759051,-0.113790442,0.116340194,-0.085236469,-0.027299355,-0.081270339,0.15829006,0.069648882
-6.24E+00,-0.058824399,0.050738663,-0.001141265,0.028061742,0.033939028,0.00846982,0.078448601,-0.125804956,-0.055121673,-0.035192672,0.003397204,0.095652676,0.078248156,-0.015806109,0.09569155,-0.01012125,0.001660172,-0.014595724,-0.002548401,0.039976409,-0.030219009,-0.044158867,-0.052800885,-0.157325153,0.024294705,-0.036255281,-0.053510605,-0.052990239,-0.04236817,0.04225515,-0.047703434,0.019421286,-0.055521651,-0.060761004,0.049115775,-0.033362519,-0.071319888,0.018107461,-0.011461771,0.031688978,0.015720931,-0.046071132,0.030660652,0.034084827,0.102156019,-0.084859455,-0.006629801,-0.032374207,-0.038890152,-0.039849146
-6.23E+00,0.014954931,0.042401384,-0.038374129,-0.016711684,-0.039332509,0.144983227,-0.056818495,-0.040340165,0.043467832,0.021439855,-0.014173699,0.04468421,0.077143028,-0.021872937,-0.03198142,-0.091547607,0.01051922,-6.67E-05,0.023610576,0.027471134,0.00090373,-0.081970285,0.066570324,0.020087876,-0.149687041,-0.049112952,0.008811458,-0.015785229,-0.054870351,0.061022218,0.097529207,0.030068517,0.00044521,0.0900689,-0.000964667,0.040110643,0.07432839,0.034107602,0.025107919,-0.168638828,-0.060271296,-0.01718427,-0.031653639,0.043080129,-0.0003753,9.48E-05,-0.049537014,0.015911468,-0.01383071,-0.006751929
-6.22E+00,0.03507497,-0.061234875,-0.039569996,0.019272348,-0.12184059,0.070971814,-0.113632566,-0.035658812,0.149323825,0.041520222,0.050138198,0.053493611,0.010774089,0.069310923,0.0308395,-0.077682389,-0.001500886,-0.00089126,-0.019522,-0.010854915,-0.011077356,-0.018410888,0.014157329,0.015094691,0.050229742,-0.010036177,0.033755125,-0.080218221,-0.012948456,-0.015538941,0.017307299,0.072018219,0.031092732,0.021338549,-0.059551292,0.08375429,-0.024592599,-0.032235673,0.002964515,0.009593059,0.030003198,-0.000649066,0.030278175,0.085314756,0.086237451,-0.033361824,-0.000356827,0.010403974,-0.065146555,0.105531635
-6.22E+00,0.014915362,-0.071353665,-0.060488311,-0.044100128,0.059081253,-0.01261813,-0.076877884,-0.177367852,0.08260961,0.021323746,0.02352458,-0.027809883,-0.003352398,-0.015097192,-0.045277836,-0.018276659,-0.024303098,0.048508139,0.014547642,0.083020122,-0.026951563,-0.069674331,-0.011112423,0.041668255,-0.065536252,-0.081715605,0.036286416,-0.070198122,-0.038958465,0.012554365,0.060934878,0.008740145,-0.025518672,0.06511423,0.033403832,-0.057334406,-0.136263484,-0.007109758,-0.027364411,0.028025038,-0.002517104,0.053270536,-0.009109681,-0.022824388,0.016250953,-0.104188712,-0.108399072,0.046527016,0.015472935,-0.02516472
-6.21E+00,-0.070068005,-0.031904108,-0.084345397,0.011555622,0.024625628,-0.050988439,0.024606609,-0.009578613,-0.125598006,0.02769129,0.014502617,0.035156066,-0.067723633,0.184596744,0.092303414,-0.093665061,-0.010028909,-0.035024774,-0.060524599,0.011650505,0.129171984,0.020683525,-0.043118911,0.081799592,-0.044834514,-0.023068121,0.000547027,0.117538221,0.028232323,-0.021369341,0.06779301,0.02321925,0.114527807,0.032970766,-0.025911154,0.052057317,0.026245478,0.016133396,-0.048472979,-0.033109481,-0.032004618,0.031510141,-0.022369686,0.014073715,0.065171543,-0.115647235,-0.02250274,0.060479,0.008345749,0.024965519
-6.20E+00,-0.007984496,0.07645014,0.010692325,-0.06181624,0.091688883,0.019517878,-0.018243234,-0.024822093,-0.036588793,0.035582335,-0.042545554,0.057062044,0.06116523,-0.06794929,-0.005237686,-0.045961349,0.030281482,0.069762591,0.025658602,-0.10743463,-0.005613269,0.033036748,-0.010523112,0.027260092,0.006641323,-0.101330934,0.058302702,0.015682373,-0.014474978,0.052931005,0.042097025,-0.080709005,0.095311131,-0.008157339,0.063923387,0.048378011,-0.013894317,-0.07449686,-0.01201537,0.08733263,0.026001656,-0.011751031,-0.011127763,0.001345544,-0.013886482,0.04172324,0.081043329,-0.004987263,-0.052630019,0.032495969
-6.20E+00,0.031783209,0.00108302,0.047636699,0.029910297,-0.021121334,0.017884548,0.061610481,0.105292976,-0.06446376,-0.021735892,-0.090709008,0.035918586,0.131024008,0.084294795,-0.018070898,-0.129350445,0.029753846,0.013604047,0.022690035,0.016376512,-0.021843031,0.186581259,0.024025797,0.009330517,-0.017682929,0.084470287,-0.044524739,0.041721683,-0.005696113,-0.062620792,0.059747749,0.043725193,0.007163547,-0.039065206,0.015430509,-0.015858881,0.047856205,0.056033419,0.008783465,0.036567529,0.023567527,-0.02452815,0.034632801,0.063876688,0.052400149,-0.13024977,-0.042945281,-0.020136175,0.004771176,-0.082137312
-6.19E+00,-0.045331834,0.038544082,0.090236438,0.017364802,-0.092550172,0.057083278,0.037849618,-0.005777912,-0.063832677,0.063613659,0.109181152,0.062166632,-0.017802208,-0.129564403,-0.029764851,0.05731076,-0.048192423,-0.034170991,0.033346999,-0.029044197,-0.043147339,0.002541962,0.059098497,-0.035684378,-0.029151894,-0.004654078,-0.014427622,-0.015765976,-0.062321406,-0.088848226,-0.012748579,-0.047788548,-0.007645435,-0.093572785,0.019995327,-0.07544386,0.025302915,0.028312966,-0.059883269,-0.122195324,0.028343621,0.029991996,-0.068075017,-0.084344036,-0.011853221,0.005642462,0.075616016,0.051121558,-0.129636251,0.027297761
-6.19E+00,-0.015157393,0.035048736,-0.008875452,-0.071134999,0.021952415,0.056802982,0.06659397,0.064987843,-0.028315095,0.000824665,-0.060431792,-0.010955667,-0.092074465,0.058681346,-0.03650693,-0.044305807,-0.032263298,0.004610488,0.018608536,0.020323846,-0.020988915,0.019274381,-0.08542714,0.057653761,0.055188239,0.011147055,0.006954769,0.081127743,0.126395066,-0.061286254,0.013698716,0.053362704,-0.048801796,0.070459907,-0.056175228,-0.03871726,-0.006302755,0.029680117,-0.038103129,0.045924937,-0.130248909,0.09245087,0.015044599,0.088446222,0.071687079,-0.006089347,0.084018808,0.04496769,-0.064328248,0.043099833
-6.18E+00,-0.007864098,-0.035122134,-0.021643828,0.034230828,0.014814538,0.004323799,0.030993898,0.000593986,-0.004579088,-0.057689324,-0.036179936,0.03398689,0.035509343,0.031090958,0.048098668,0.015409496,-0.035388018,0.009177665,0.07504764,0.027569463,0.024315146,0.047949017,-0.049350623,-0.080549862,-0.026164626,-0.078711381,0.045681904,-0.041569711,-0.112373727,-0.018438674,-0.004869946,0.003025127,-0.027939132,-0.026738068,-0.020811468,-0.056219116,-0.066924334,-0.035078037,-0.03044063,0.003914413,0.025592505,0.09251184,0.034490435,-0.013354782,-0.018655541,-0.046294442,-0.018744052,-0.051738273,-0.021799665,-0.038357512
-6.17E+00,0.035063947,0.081754404,0.029516311,0.003864645,-0.047888867,0.046963458,-0.068428804,-0.039033136,0.048137226,-0.006075624,0.173910431,-0.035300518,0.023350219,-0.081036501,-0.064897977,0.015121092,0.009794243,-0.05392735,-0.032562186,-0.025215285,0.048371186,-0.012913892,0.013924097,0.079658611,0.044775519,0.029836874,-0.075580306,-0.07577432,-0.018946213,-0.08322416,-0.039620989,0.006998254,-0.026022596,0.049802792,-0.053225104,0.109452578,0.057768618,0.054251725,-0.080312875,0.090391505,-0.006377504,0.041919621,-0.041228128,0.057729195,0.090245859,-0.121162723,0.026004941,-0.05647027,0.117719677,0.088815367
-6.17E+00,-0.025698762,0.003180431,0.065183409,0.072803695,-0.039944971,0.027758836,-0.069450361,0.118790887,0.044601818,-0.09430962,-0.105507042,-0.056500958,-0.008754118,-0.078817229,-0.117004746,-0.071903298,-0.047183325,-0.003321589,-0.026387884,0.098865432,-0.004179306,-0.006096918,-0.022135628,-0.01458897,0.037498367,-0.032482586,-0.005430631,-0.035607845,-0.003381299,0.00643048,-0.010583644,0.001611401,-0.026815518,-0.082526214,0.01335095,0.014688004,0.048909828,-0.041377495,0.031901788,-0.028214625,-0.009792155,-0.031528046,-0.040499792,0.012181688,0.020911346,-0.056596211,0.038696059,-0.099560289,-0.042779247,-0.002256633
-6.16E+00,0.041603007,0.103154221,-0.022330051,0.016098288,-0.071033774,-0.083752054,0.008533735,0.010259953,0.048564245,0.025567391,0.037583634,-0.031614099,-0.083683246,0.023631113,9.12E-05,0.130162708,-0.029154547,0.087960198,-0.009405329,0.021040452,0.116015766,0.037949306,0.078599948,-0.008958254,-0.005029989,-0.016616423,-0.006015734,0.067865126,-0.028016181,-0.039723292,-0.003947364,-0.003795239,0.07979371,0.03268684,0.101779715,0.036966994,-0.085492902,0.017210094,0.088464533,-0.072603942,-0.016765071,-0.047709596,0.02967945,-0.095185537,-0.017202407,-0.044062948,-0.025489174,0.030912593,0.070559591,-0.008114988
-6.15E+00,-0.029218037,0.055287677,0.005132977,0.017019969,0.014487107,-0.09805839,-0.029523771,0.050963937,0.058963367,0.039623723,-0.00255246,0.04590327,-0.007998221,-0.062448739,0.032869683,-0.023315233,-0.028631194,-0.063780574,0.118925155,-0.009299859,-0.060652079,0.098166398,-0.056540609,-0.028972486,0.10619101,-0.028552999,0.03769089,0.074274786,0.013164946,0.054934132,0.083630319,-0.023957128,0.083223476,0.128836293,0.036672163,-0.013273905,-0.024473251,-0.063657668,-0.042686641,-0.023959363,-0.035852297,-0.016923242,0.021588369,-0.066472172,0.092831761,-0.075590773,-0.032445604,-0.023469731,-0.039795013,-0.05258011
-6.15E+00,-0.095450669,-0.031487523,-0.019162122,0.051999879,0.080826099,0.02099558,0.044822323,0.01334524,0.093292231,-0.060564308,-0.075878124,0.046647156,-0.043370623,0.004449614,0.072017678,0.004052203,0.148360428,0.013997669,-0.058150828,0.14345403,0.011261946,-0.029172131,-0.072477448,0.062305664,-0.004430815,-0.01499731,0.084693334,-0.041629553,0.067849957,-0.01502347,0.044844189,0.010993063,0.01738347,0.043223297,0.004598738,-0.027391959,0.033682306,0.007986622,-0.048135309,0.040991668,-0.018041268,-0.064361564,-0.000910335,-0.007150166,-0.076319016,0.019147155,0.049280609,0.041415223,0.083672941,-0.104301995
-6.14E+00,-0.050136804,0.014187471,0.020845624,0.042009328,-0.037619525,-0.028204401,-0.023475396,0.028871546,-0.089200775,0.088559261,-0.028155987,0.010262104,-0.10623007,-0.101352261,-0.105364787,0.061034959,-0.06365995,-0.131157267,0.075295769,-0.121609018,-0.023330095,-0.007309444,-0.056049293,-0.012415085,0.118911474,-0.040676003,-0.002879667,0.010754111,0.032854934,0.081040847,-0.050911667,-0.058500936,0.047652534,0.033880175,0.053033405,-0.086461918,-0.026791082,0.053734554,0.048136523,-0.149919717,-0.026463143,-0.006165497,-0.0397436,-0.013842296,-0.055346599,0.025992332,0.070279925,-0.126656461,0.027449017,-0.038941408
-6.14E+00,-0.10300423,-0.020767543,-0.063283445,0.009757118,0.02423861,0.014780037,-0.010740135,0.025898175,-0.11371177,-0.019718279,-0.005865325,0.084988831,-0.017800358,0.041379154,-0.010901674,0.058034508,0.08767321,0.022836243,-0.010825121,0.002062953,-0.077764664,-0.023738941,-0.039690989,-0.075183446,0.022911903,-0.047924537,-0.004421599,-0.055979081,-0.02941907,0.078435998,0.032961427,0.022681987,0.009938643,-0.019423204,-0.001436344,0.083726328,0.06388765,0.001740849,-0.070668215,0.106288519,0.00189209,0.051217233,0.080847492,-0.055553668,0.014434647,-0.102628775,-0.078684024,0.131665214,-0.01122688,-0.051127731
-6.13E+00,-0.149222579,0.093198501,0.054747339,0.064317162,-0.106313055,0.039957271,0.037026684,0.087829298,-0.033955463,0.040113831,0.012747057,-0.025186546,0.030185721,0.062464638,-0.045065647,0.055949832,-0.029615596,-0.153161154,-0.038824861,0.032552151,0.010254093,0.041172929,-0.040693577,-0.071992558,0.040553818,-0.075170544,0.053177366,-0.088205993,-0.010788215,0.117641647,0.031405531,0.010974663,-0.063207224,0.116031273,-0.049814608,0.10082212,0.012698633,0.06609316,0.124406956,-0.073041762,-0.001118692,0.008856367,0.02062051,0.053151071,-0.004881981,0.003695644,0.076935245,0.013685879,-0.068603176,0.01343434
-6.12E+00,0.075659481,0.087600711,-0.05761774,-0.048160099,0.089210504,0.100454317,-0.032434519,-0.016668092,-0.104767718,-0.050196463,-0.020047702,-0.058316102,-0.007470741,-0.001279647,0.062387921,-0.088822954,-0.011726601,-0.077704432,0.025376005,-0.056246912,0.050738566,-0.057465633,-0.037164827,0.078952731,-0.000208865,-0.075491178,0.01697345,-0.122050506,0.040122732,0.066851828,-0.078254036,0.051068121,0.083951455,-0.008221092,-0.054049606,-0.011812327,-0.062057349,0.009037884,-0.037678496,-0.002669806,-0.015946717,0.043618066,-0.141543448,0.032854952,-0.025097938,0.034289262,0.049872021,0.000361431,-0.014385997,0.075509431
-6.12E+00,0.065442727,-0.087205495,-0.007317705,0.047617786,0.005605041,0.085317688,0.054427274,0.056561421,-0.081162522,-0.009201695,-0.079913876,0.046035215,-0.000388869,-0.104878341,-0.022277342,-0.063099522,-0.002026574,0.010923921,0.064299589,0.028301316,0.035028378,-0.150984775,-0.058357865,-0.064327234,-0.083959043,0.063539977,0.05763864,-0.002871984,0.058239403,0.038416783,0.081558544,-0.01622304,0.011066881,-0.062096973,-0.086764316,-0.022739176,-0.016124293,0.021116703,-0.028858208,0.053542614,-0.018204665,-0.058544262,0.076170918,-0.012411602,0.120269163,0.096103767,0.061441176,-0.040657952,-0.079057494,-0.014788213
