Fp1;F3;F7;T3;P3;T5;O1
0.960394382;0.300806363;-0.747972057;2.057102256;0.607320996;1.979892891;1.310055643
0.724483903;1.079096785;0.528913627;0.951968499;1.159514373;1.802204165;1.644354669
0.83802161;1.285880614;0.530299577;1.52150598;1.62844419;2.083956679;1.052016902
0.873733581;0.93510533;0.644056818;2.053895845;1.086945332;1.473985604;1.270230898
0.667362292;0.762060233;-0.000615659;1.728011201;1.342651455;2.141943095;0.953277802
0.71943727;0.331718855;9.25046484;2.612637765;-0.31544788;2.187136784;1.021687772
0.478708895;0.789966214;3.129803768;1.583265713;2.578510974;2.454375721;1.081405125
0.266550945;1.041975909;0.885806783;2.094494519;0.818521624;0.982953796;1.538613035
0.521867324;0.54952605;0.279712802;1.064647559;1.834792839;2.096267695;1.39195337
0.343051347;0.222294857;-0.461377276;1.300211745;2.880161696;1.748048673;1.463365413
0.635955037;1.092339942;-0.722866279;1.690962208;-0.74894003;1.62756374;1.267988085
0.68572396;0.274641755;-0.237631686;1.751017556;2.035941614;1.129292001;1.043225642
0.707018673;0.944992728;2.716861628;1.535187942;0.481569086;1.50362859;1.792056026
0.245011883;1.013879265;-0.091493123;2.365470111;2.796512443;1.607789494;1.185073473
0.456781983;0.702551556;-1.338984341;1.718176255;1.15943753;1.410708661;1.106853331
0.228539032;0.276270548;1.440349522;1.487668866;0.178311377;1.56232161;1.296425366
0.778741514;0.418833978;1.9854931;1.557364044;2.328045123;1.313530514;1.477312064
0.554368903;1.26281903;-0.166983819;2.819818695;2.692786424;1.312889065;1.385821047
0.406360089;1.55154929;2.168704877;1.785522785;-0.997560858;1.492008945;1.831228105
0.206280312;0.301233994;-0.100364989;1.925086589;0.672924107;2.317749504;1.484880939
0.504239537;0.416180906;2.491201703;1.612981028;1.549991175;1.253474451;1.727658107
0.296333469;0.902128285;2.459212406;1.452499599;-0.091304177;1.702478394;0.929280236
0.679096891;0.554650285;1.235112433;2.335115398;0.991007226;2.508075931;1.233391204
0.168050699;0.934345549;0.582207333;2.361097277;1.377622387;2.215131727;1.023809519
0.104823811;0.51762641;-0.593166479;2.477897087;-0.617094885;1.391081582;1.478844312
0.364869015;0.536770471;0.601412873;1.663197093;2.306266925;1.831070978;0.892834292
0.149122673;0.394754381;0.854634706;2.481131691;2.107286191;1.567779845;1.676131329
0.558975073;0.325129216;0.137406115;1.672255031;2.199860025;1.742416946;1.616105828
0.832732435;0.637434208;2.471315462;1.56161884;-0.408960961;1.819106267;1.187476363
0.303319812;0.800973051;-0.500658182;2.168235476;1.258917593;1.797397664;1.522672193
0.744740323;0.236147712;2.784372694;2.224829745;1.469239858;2.71779715;1.199049563
0.866613377;1.270015695;2.761620902;2.02398708;1.299571894;2.22680464;1.481849986
0.710617467;1.06428442;-0.395588077;2.425838971;0.612290037;1.450694356;0.963214908
0.574300129;0.867643425;2.839550535;1.565351528;-0.727882321;1.577845218;1.822807001
0.546497413;0.423278016;-0.059270401;1.612087261;2.657798809;1.143941437;1.550565987
0.119706757;0.377608693;-0.733225552;1.75234899;-0.331209767;2.53721495;1.522556975
0.465388407;0.318304838;0.806114964;2.087891301;0.183175328;1.058138238;1.528834793
0.782638679;0.968114746;1.084026893;1.671184867;1.740019592;1.860889559;0.948447152
0.588752138;0.475245714;-0.865191497;1.629077448;0.832593951;0.872050155;1.097337598
0.823788903;0.474440495;2.119153973;1.957586887;1.301823284;1.67259233;1.749341847
0.408263816;0.791085755;0.470091013;1.467610989;1.798265409;2.000377789;1.518599911
0.629209326;0.566017278;1.288314522;1.416585805;1.730150401;1.590966872;1.473343791
0.451894671;0.39802397;1.690482803;1.478255385;1.867905846;1.491608726;1.436353626
0.472414545;0.451758127;0.918233897;1.242192402;2.04170489;1.695887269;1.324728935
0.972337781;0.380223981;-0.874044997;1.592634285;-0.374161937;1.682932825;1.205649232
0.856361284;0.389515954;-0.304532237;1.657010293;0.765834296;1.967293853;1.736749064
0.181588456;0.58394193;1.00498392;1.213199188;1.60504656;3.054165167;1.90320707
0.666237181;0.093282113;-0.983570705;1.419087775;1.548110233;1.766005775;0.922597405
0.152281605;0.078881065;-0.087084666;1.89048114;3.221654487;2.391292997;1.808952037
0.656329143;0.327191142;2.670024089;1.701931307;0.282108658;1.903401345;0.975017817
0.189901962;0.545517301;1.195285126;1.850490995;-0.66056694;1.989106915;1.452386033
0.296386823;0.345218982;-1.258957613;1.246017493;1.09565939;1.703842893;1.570913629
0.646871195;0.284069934;-0.897417456;1.570358049;1.332158576;1.611349017;1.919468973
0.36625566;0.896751976;-0.609333393;1.587437537;1.653556295;1.225579072;1.949206446
0.184816655;0.363399148;0.753313997;1.963878194;-0.533247671;1.912051007;1.375480154
0.695672191;0.372700692;-0.525278481;1.74036545;1.600977843;2.035275219;1.729192296
0.811891753;0.169604982;0.046543894;1.701002629;1.874851094;1.864046705;1.979771938
0.467355656;0.529024807;0.410273331;1.705789987;0.98752601;1.793184182;1.319272414
0.946607129;0.670589124;0.893907475;1.362170477;0.885291688;1.801884209;1.98522182
0.618969067;0.359124465;-0.767237783;1.622716067;1.695421299;1.68457719;1.765122285
0.868950432;0.660615117;2.823187589;1.40583313;2.166361659;1.153953171;1.50581509
0.243055799;0.461132063;-0.090385527;1.716831917;-0.102236481;1.700705173;1.203561131
0.160904806;0.397652464;-0.516611817;1.850878573;3.018601778;1.987239324;1.504071108
0.590155367;1.323195878;-0.666266391;1.420839481;2.756252897;1.626458591;1.52793286
0.387751379;0.240586726;1.374288553;1.884694291;0.932059733;2.185169198;0.867702539
0.324152474;0.692410484;1.557459172;2.12283741;1.665194207;1.208144963;1.787181934
0.938622969;1.43501183;0.531926521;1.866320164;0.261289219;1.519929888;1.429526664
0.785103844;0.800489571;0.238344519;2.852947418;0.964361794;1.25015083;1.721655608
0.411565596;0.439733045;0.152614047;1.387120277;2.913021481;1.492383604;1.075881056
0.683738244;0.60596966;0.680176887;2.007130561;1.325597034;1.691325971;1.361208067
0.364874411;0.693188705;0.802490343;2.712100446;-0.608903476;1.171332961;1.068775487
0.533265595;0.87610527;0.217238758;1.300866201;2.610229897;2.349943087;1.427310049
0.111778828;0.543336662;0.67764306;1.694252205;1.61834107;0.991289425;1.109891727
0.443070742;0.335872265;3.218187812;1.8729264;1.963232426;1.286295377;1.532636192
0.903554683;0.642605003;1.85899257;1.556075785;0.159231695;1.4319358;0.873736685
0.466536487;0.267061165;1.952407846;2.301160692;1.263605098;1.5340882;1.754095208
0.539612143;0.420414092;0.678668418;1.576584643;0.744281794;1.162865013;1.220620075
0.680251435;0.894654393;-0.118922385;1.66513045;1.812629358;1.339799286;1.215767238
0.398870754;0.221460014;2.073370041;1.54899986;0.990937073;2.323412924;1.564147656
0.540663699;0.200831003;1.863387329;1.300091092;0.717006434;1.199016728;1.143823201
0.716716829;0.390628442;-0.176539052;1.889563785;2.081836599;1.500856366;1.740966188
0.891582077;0.977979112;-0.173792939;1.699020799;0.479390207;1.048182246;0.790530921
0.338404421;0.539882252;1.592498565;2.799404537;1.027078239;2.123747398;1.708757983
0.160474676;0.480619714;0.393107471;1.903638639;0.899524302;1.546719652;1.51056883
0.702278534;0.682493987;2.623687399;1.709549741;2.085756899;2.36008769;1.010804508
0.446432851;0.437578307;0.221739392;1.117544421;0.660390769;1.292954192;1.372036456
0.422249671;0.535285299;2.512687279;0.980743122;2.394318444;1.840314229;1.447297643
0.221320615;0.583255708;-1.048739838;0.983193297;-1.681550116;1.956338297;1.801339559
0.364902895;0.371377155;-1.106879721;1.864415073;1.176776011;1.123889879;1.231282061
0.539487122;0.696161967;0.765937897;1.976540248;0.540231766;1.546366375;1.722626954
0.27902849;0.704828917;-0.029913718;1.385253828;0.534660346;1.339928163;1.717734854
0.632880823;1.178042885;0.031513044;1.98273063;1.403741929;1.769092982;1.437208025
0.346177234;0.694525125;0.484972431;1.640335718;-1.334837423;1.634523082;1.902829832
0.779398834;0.450405654;1.273727235;1.861906338;1.691345394;1.371251898;1.824457342
0.711852765;0.931373775;-1.592858145;1.614155937;0.157324816;1.406048425;1.757187819
0.664559027;0.829770392;0.38290759;0.9497229;-1.402537449;1.932796426;1.23217172
0.646933423;0.52904604;1.296868286;2.087482716;0.674318824;1.424496993;0.981018092
0.163529797;0.295175601;1.352616937;2.563077317;1.573509257;2.25753863;1.220084871
0.767081722;0.716228146;-0.864721153;1.434554894;-0.176977488;1.57966256;1.225567352
0.528417835;1.107544395;-0.217471933;1.62632947;1.971015206;1.405925211;1.378169866
0.322203104;1.584521276;-0.102555476;1.574042692;2.360935336;1.467843755;1.395580465
0.407159078;1.326867153;0.070969;1.304969323;-0.05645113;0.793801664;1.871892053
0.893957943;0.371285547;-1.62590548;2.107546963;0.197812493;1.110208245;1.118495572
0.664375432;0.260015516;0.490547539;2.080023009;2.498916175;1.068823696;0.991293233
0.306948648;2.137430927;-1.412510608;1.223732534;-0.329191562;1.06768433;1.040253488
0.292360098;1.62024781;0.045386596;1.400620315;0.062806632;1.337187681;1.488361098
0.299144657;0.393546486;1.99128001;1.88773956;2.243860429;1.682597629;1.430999791
0.543129116;0.197035268;-1.408406849;1.683293452;2.265995399;2.199689967;1.575745669
0.135950468;0.985339581;0.991637609;2.017568355;0.227640209;1.38972562;0.428694056
0.511647993;0.577375467;-0.270647481;2.144934766;-0.896759029;1.612415382;1.022095224
0.732676194;0.956129841;-0.422252108;1.429945234;-0.596070662;1.295776613;1.540237501
0.432311523;0.417595441;1.144399896;1.137551994;1.561847743;1.577881073;1.423215744
0.176019174;0.473638769;0.546033604;1.491179332;0.611928395;1.946432332;0.813161446
0.635167265;0.385752693;-1.024690519;2.577062771;1.674094271;2.17842017;1.272460115
0.464661753;0.375085857;0.810747467;1.487087848;0.664999646;1.788536198;1.473978851
0.216250097;0.531232236;0.334112442;2.013262647;1.757603884;1.465126654;1.415551867
0.530566338;1.467158362;1.511801996;1.888530474;-0.524830582;1.972773058;1.550056136
0.605471524;0.51610755;2.745941774;1.816844349;0.001467196;1.672208668;1.82844503
0.098753993;0.856867064;-0.544832784;1.961292977;0.809180669;1.439899851;1.474968828
0.489196482;0.555794439;2.242339744;1.636997917;0.442664116;2.210762705;1.803550035
0.170524602;0.225524678;2.345299661;2.034160492;1.911143674;1.26887873;1.189476993
0.873526235;0.30249482;0.674296145;0.74462063;0.452759969;1.558461066;1.466665715
0.503391583;0.721968829;-0.307950812;1.112892397;0.864534269;1.649916789;1.710550963
0.446895553;1.33359513;-0.058250842;2.519077759;0.215754629;1.943132884;1.084469455
0.246672663;0.693897578;0.843427419;1.834591977;-0.807967746;1.315577762;1.155177406
0.064057042;0.545785944;-0.222641142;1.541984051;1.377270504;2.370980016;1.011419368
0.650171305;0.660148292;0.192860692;1.27509323;-0.388097324;1.355238112;0.94753762
0.326352835;0.603799255;-0.275072403;1.645282234;1.168943828;1.511032371;1.349898242
0.935194492;0.579741688;-0.004072736;2.867387303;0.174896428;1.894745653;2.024064246
0.496266658;0.317450019;0.379397316;1.433003067;1.087951219;1.957390118;0.824605713
0.109820414;0.616790782;0.002750502;1.628113317;-0.718701338;1.847730403;1.693391657
0.425284738;0.268909053;0.103216338;1.233219813;1.621953817;1.339342752;1.394776554
0.552883952;0.475637912;-0.039325428;1.311840782;1.367417926;1.687264238;1.668136046
0.620442863;0.879782898;0.431454611;1.422860819;0.71768933;1.948607811;1.901794797
0.629934108;0.38736671;-0.970946727;1.518952487;1.97333888;1.50109175;1.556186362
0.620754707;0.939666765;1.291893661;1.440842537;0.446655029;1.500267438;1.749277221
0.628330914;0.646538794;-0.580954618;1.906250438;-0.437938712;1.383997555;1.532005865
0.528480534;0.486446989;-0.335182235;2.06691267;1.07606151;2.151729041;1.210326477
0.593995495;0.532381305;0.723750471;1.796061136;0.92805921;1.357806766;1.399518222
0.084101942;0.398462846;5.217316299;1.771400919;1.733258373;1.15928956;1.658088404
0.727940312;0.558151264;-0.260828437;1.547696702;1.897048539;1.390676476;1.878581661
0.402172701;0.769941406;0.597177926;2.094800254;1.31711664;2.431309075;1.401957818
0.79511381;0.687411286;0.360833559;1.3947829;-0.49937201;1.869178751;1.837690774
0.624605887;0.354962374;4.734132289;1.033100133;2.479836251;1.730336903;1.601230464
0.478933313;0.537327406;-0.500519652;2.09815235;1.786201231;1.362533321;1.585687309
0.220645181;0.838879967;4.229507751;1.47263048;-0.071885592;0.781362875;0.97187955
0.442004783;0.468870123;2.581059026;1.976428573;-0.57263949;1.252332254;0.993802519
0.301452338;0.195986645;0.166296714;2.369094775;-0.657327249;2.144850915;1.562292606
0.195833727;0.592186525;1.661239886;1.936681358;0.427241971;2.072167553;1.692741453
0.776410745;0.681084585;1.390117436;1.701502443;2.078739503;1.35824103;1.199652952
0.52656643;0.72385302;-0.941947919;1.109486908;1.359710828;2.165967987;1.575290643
0.46794983;0.314110246;0.007718449;1.666492446;0.854221931;1.841650751;1.702876754
0.343968535;1.024890423;-0.950762616;2.520548872;0.546818064;1.522531853;1.159288639
0.788315829;0.708389253;0.298445783;1.247116164;0.901790688;1.687541715;1.187978953
0.605436469;0.84642847;-0.045055048;2.220766899;2.266062576;1.484533402;1.661304399
0.085754161;0.399019473;0.310564769;1.888248538;0.810349306;2.201246807;1.488097908
0.161344286;0.789782988;-0.058457978;1.621954016;2.009661658;1.491179844;1.343779069
0.462635452;1.599772617;0.318506542;1.678112767;2.271556196;1.343288628;1.332133516
0.199462932;0.808034214;0.125041965;2.011455219;1.514783917;2.240183172;1.824627832
0.394791877;0.566435629;0.224182033;1.523481765;1.621523069;1.261467001;0.9916022
0.268922846;0.273543459;1.123362651;1.543090304;2.081299558;1.624176601;1.233850839
0.602420705;0.607220827;2.231918357;2.639053273;-0.858377841;1.615748587;1.417499387
0.739224547;1.38799319;1.233311112;1.066428708;1.452827737;2.028173897;1.144095737
0.687718682;0.171596652;-1.000053443;1.051834068;0.469583916;1.205745034;1.522224994
0.763122482;1.441818151;1.459277258;1.108524939;3.573178387;1.194554705;1.496222217
0.322257336;0.556421978;0.31085946;1.092521636;0.338962106;1.608276867;1.589631224
0.908648315;0.600889807;-0.308874475;1.551739091;1.367819091;3.402588229;1.226482916
0.757206377;1.089062228;4.231515553;2.176924746;1.856270072;1.987667741;1.833105866
0.619938504;0.6659647;1.02608203;2.438550881;-0.195450342;1.395043676;1.486962838
0.881069625;0.278431941;-0.730781471;1.839702872;2.379281306;1.618267216;1.703483398
0.363887415;0.733172916;1.835302069;1.558944721;0.048839065;1.023712576;1.495654407
0.61897783;0.231185028;0.166842615;2.324804147;1.890779915;1.946112057;1.32943106
0.347311711;1.381802722;1.389816179;2.185603527;0.461551885;1.053196191;1.978753594
0.365958246;0.470550257;0.911160064;1.529308095;2.165867228;1.859123466;1.540910004
0.365198587;0.999051047;-0.057390226;1.179079645;0.695885462;1.586656608;1.594273675
0.620272202;0.339757452;-0.870929591;2.502841726;3.028194868;1.545269235;1.583206169
0.696603762;1.370927904;1.570271953;1.451369411;0.721095307;2.198477289;1.68874407
0.954172933;1.679337404;-0.400491727;1.852397486;-0.786574331;2.389100259;1.260443262
0.909220213;0.992447524;0.967954359;1.835065945;1.192376606;1.360487797;1.233151652
0.79398886;0.620997371;-0.076992841;1.387602327;1.106162436;1.610350832;1.469218797
0.362679696;0.403926431;2.247446902;1.736801577;1.023223229;1.033086815;1.323998708
0.230386308;1.770010194;0.190989933;1.984170907;0.078568538;1.081322023;1.444691938
0.587862784;0.687610904;-0.689101011;1.538940603;1.419113313;1.388573756;1.215284532
0.563420931;1.228797765;-0.0727093;1.401077506;2.36145358;1.828312056;1.685151025
0.500360754;0.71611906;-0.993423547;1.763201463;2.217529222;1.418410899;1.266184374
0.938463575;0.219466566;0.190884681;1.648052937;0.326146942;1.232548594;1.636224567
0.837097616;1.221323013;-0.077956717;1.55980325;1.00115499;1.828739729;1.538238338
0.670647131;0.397151976;-1.450770036;1.459344627;0.489915028;2.120563382;1.585564704
0.4880515;0.813214683;2.581933549;1.84293728;-0.81396627;2.708056964;1.876430719
0.546550162;0.722289043;-0.290283743;2.168728852;2.559832508;1.689603841;1.626994621
0.926834015;0.532400743;-0.294016059;1.731713897;-0.515467569;1.062772204;1.310562267
0.847659354;0.787897442;0.513130801;1.531206501;2.093179775;1.405034174;1.660864137
0.900153654;0.569156712;-0.426429219;1.786718211;1.121614492;1.51772539;1.434824606
0.670353182;0.496211408;0.131451758;1.913370392;-0.436244321;1.378771097;1.665709712
0.510912554;0.613795222;0.72768527;1.852436558;0.779527172;1.476003024;1.647168832
0.225067893;0.632801991;1.783714488;2.75201465;1.385706248;2.003750903;1.00302178
0.154212004;0.745782272;2.143227768;1.443102927;0.363863545;1.649681607;1.614503871
0.583018159;0.310045899;0.277579457;2.542186409;0.887763466;1.684836318;1.291270192
0.71794181;0.953344265;1.809008455;1.194565587;1.771275941;1.873940938;1.429337086
0.650753171;0.44244753;3.473035489;1.887437062;1.209458339;2.053615492;1.033341226
0.375964681;0.571639416;0.924278709;1.715446118;1.269701166;1.150137061;0.9872869
0.956930635;0.52228819;0.988318104;1.646523725;0.922747184;1.226164001;1.618490872
0.964106792;0.19277375;0.939944749;2.418010375;2.649408811;1.284786678;1.018726536
0.480916756;0.706086119;-1.711146066;2.416193186;1.402468601;1.895401238;0.823512972
0.825973496;0.505478508;2.844318335;2.114143612;-0.848766476;2.100760679;1.515631355
0.442082074;1.126752835;-0.454058457;1.856072956;0.097077008;1.679746769;1.251898258
0.519102547;0.42728743;0.477660717;2.387094059;0.973481602;2.076020531;0.809596897
0.312453497;0.277559571;0.19375863;1.423330038;0.730667304;2.005654283;1.474667003
0.262211966;1.15959943;1.638289151;1.573929194;1.577957478;1.529582601;1.625166194
0.204215987;1.026349982;0.040146103;1.395149103;0.316511479;1.755724127;1.490732946
0.75390714;0.360207317;2.627326568;1.353313284;0.755999573;1.31006112;0.982398523
0.61013241;0.249087762;-0.198018249;2.839187548;-1.375391053;2.198137026;1.049903568
0.108508345;0.525324423;0.755529644;1.99580517;0.119314059;1.538030959;1.21908985
0.770216553;0.466128024;-0.03932841;1.583381928;0.19534479;1.57200824;1.015693642
0.895676794;0.691324486;-0.969561445;1.892010686;1.380553223;2.561170314;1.485588484
0.255151407;0.307814851;-0.700957812;1.53095005;1.829755683;2.428963012;1.044844502
0.016008408;0.224575777;1.441145891;1.594390399;0.980989905;2.260161425;1.373077606
0.307016887;0.51555646;-0.137793801;1.684430489;0.962932017;2.103149167;1.594218874
0.643063772;0.407640523;-0.753365538;2.384408469;-0.933001652;3.287114946;1.431430064
0.472882723;0.554044544;-0.321408598;1.91724717;1.249408786;0.808892731;1.012354329
0.619808823;0.334748091;0.395141774;1.085580626;0.641852096;1.553050174;1.760448274
0.423151374;0.538646761;-0.788874545;1.287398096;0.820275376;2.842032504;1.229288232
0.338075346;0.964051555;-0.244930193;2.008709515;0.99316984;1.657251448;1.849388369
0.72042135;1.294473184;0.637788248;1.26912924;1.914153924;1.989164475;1.287152546
0.687379135;0.374530962;3.485374228;1.521700754;-0.447034003;1.810871775;1.43718912
0.447173339;0.586327298;0.155631941;1.153791548;0.396460428;1.134779638;1.389723194
0.518608249;0.985094331;0.906482568;1.86304568;1.778893037;1.331953744;1.635284332
0.673297319;0.385977977;0.407535675;2.248942544;0.464379688;1.214314497;0.979597346
0.907244325;0.432675031;1.880108869;1.905171547;0.680593302;2.079930949;0.700607698
0.182057203;0.448128712;5.776877573;2.095685419;1.216621038;1.935011162;1.685266145
0.512485746;0.486445605;0.068321859;2.021995314;-1.659126038;1.997669941;0.768323284
0.7337349;0.632924367;0.394362193;2.27619212;0.789265803;2.414890569;1.456863441
0.94085364;0.329798068;0.18421814;1.07717741;0.918157706;1.666231989;1.248897658
0.694321148;0.627204529;1.267611925;1.953703315;1.007325377;1.084084127;0.979269439
0.428968948;0.148951698;1.87015432;1.624827673;1.485190504;1.921164202;1.351609715
0.571567049;0.268749261;1.755001905;1.347865632;1.475753667;1.206716203;1.268514391
0.542323556;1.019472341;1.186872848;1.758265487;2.815020909;1.341341436;1.556128593
0.462571706;0.544212151;0.50007183;2.284708066;1.468193649;2.39303243;0.287360836
0.734504546;0.744186356;2.574439389;2.009649549;1.058198663;2.455629131;1.278891728
0.585339176;0.54240266;-0.710754131;2.122436381;1.679998732;2.230704985;1.482535628
